order_id,customer_id,order_date,category,quantity,unit_price,discount_rate,paid_amount,order_status
O002693,C00426,2025-10-15,服饰鞋包,3,158.14,0,474.42,已支付
O002694,C00422,2026-04-24,服饰鞋包,1,245.66,0.05,233.38,已支付
O002695,C00314,2025-07-22,运动户外,2,461.01,0.2,737.62,已退款
O002696,C00066,2026-06-17,服饰鞋包,2,154.72,0.2,247.55,已支付
O002697,C00499,2026-02-24,数码电子,1,591.94,0.2,473.55,已退款
O002698,C00033,2026-04-18,美妆个护,4,81.46,0.05,309.55,已取消
O002699,C00376,2025-10-06,家居日用,1,349.69,0.08,321.71,已支付
O002700,C00550,2025-11-04,运动户外,1,414.56,0.15,352.38,已支付
O002701,C00547,2025-08-09,服饰鞋包,2,487.33,0.08,896.69,已支付
O002702,C00359,2025-09-12,运动户外,2,562.83,0,1125.66,已支付
O002703,C00163,2025-09-10,家居日用,2,185.34,0.1,333.61,已退款
O002704,C00476,2025-12-15,家居日用,2,249.93,0.08,459.87,已退款
O002705,C00441,2026-03-12,食品饮料,1,181.21,0.05,172.15,已退款
O002706,C00100,2025-08-17,运动户外,1,307.26,0.15,261.17,已取消
O002707,C00017,2026-02-26,运动户外,1,561.68,0.1,505.51,已支付
O002708,C00031,2026-03-27,服饰鞋包,2,401.25,0,802.5,已支付
O002709,C00511,2025-09-03,数码电子,1,1037.64,0.2,830.11,已支付
O002710,C00334,2025-10-28,食品饮料,2,71.19,0.2,113.9,已支付
O002711,C00291,2025-10-18,美妆个护,2,54.79,0.1,98.62,已支付
O002712,C00201,2026-06-21,食品饮料,1,50.62,0.15,43.03,已支付
O002713,C00017,2026-04-01,服饰鞋包,2,481.39,0.1,866.5,已支付
O002714,C00172,2026-05-18,美妆个护,2,227.88,0.15,387.4,已支付
O002715,C00508,2025-12-02,家居日用,1,444.34,0.2,355.47,已取消
O002716,C00304,2026-02-13,家居日用,1,77.81,0,77.81,已退款
O002717,C00205,2026-04-12,家居日用,2,362.0,0.1,651.6,已支付
O002718,C00571,2026-01-29,家居日用,3,207.98,0,623.94,已支付
O002719,C00042,2026-05-16,数码电子,1,1057.91,0.1,952.12,已取消
O002720,C00024,2025-09-09,数码电子,3,1153.4,0,3460.2,已退款
O002721,C00590,2025-12-14,运动户外,2,570.01,0.1,1026.02,已支付
O002722,C00087,2025-12-25,食品饮料,1,45.16,0.05,42.9,已取消
O002723,C00036,2026-02-09,运动户外,2,474.22,0.08,872.56,已支付
O002724,C00029,2025-07-07,运动户外,3,433.77,0.2,1041.05,已支付
O002725,C00325,2025-11-10,美妆个护,1,91.48,0.15,77.76,已支付
O002726,C00284,2025-12-17,家居日用,3,279.07,0.2,669.77,已支付
O002727,C00255,2026-05-06,运动户外,5,549.02,0,2745.1,已支付
O002728,C00011,2025-09-08,美妆个护,1,183.54,0.1,165.19,已支付
O002729,C00008,2026-03-30,服饰鞋包,2,491.04,0,982.08,已支付
O002730,C00215,2026-01-28,美妆个护,2,67.45,0.15,114.67,已退款
O002731,C00381,2026-04-03,食品饮料,1,145.21,0.2,116.17,已支付
O002732,C00478,2025-10-22,食品饮料,3,166.21,0,498.63,已支付
O002733,C00576,2026-06-14,家居日用,4,283.08,0.08,1041.73,已取消
O002734,C00006,2026-06-09,食品饮料,4,179.92,0,719.68,已支付
O002735,C00484,2026-03-04,美妆个护,4,112.59,0.05,427.84,已支付
O002736,C00318,2026-01-23,服饰鞋包,1,594.24,0.08,546.7,已支付
O002737,C00036,2026-06-01,美妆个护,3,214.63,0.05,611.7,已支付
O002738,C00105,2026-04-18,数码电子,2,1182.5,0.1,2128.5,已支付
O002739,C00087,2025-12-14,数码电子,1,544.48,0.15,462.81,已取消
O002740,C00270,2026-05-28,数码电子,1,827.89,0.1,745.1,已支付
O002741,C00266,2025-08-02,运动户外,2,569.26,0.08,1047.44,已支付
O002742,C00026,2026-06-02,运动户外,1,249.67,0.08,229.7,已支付
O002743,C00052,2026-03-13,数码电子,1,399.71,0.1,359.74,已支付
O002744,C00563,2026-06-18,食品饮料,1,172.17,0.05,163.56,已退款
O002745,C00059,2025-08-11,美妆个护,1,112.7,0.2,90.16,已支付
O002746,C00522,2025-07-17,运动户外,1,100.97,0,100.97,已支付
O002747,C00457,2026-06-10,家居日用,4,327.07,0.15,1112.04,已支付
O002748,C00417,2025-11-04,食品饮料,4,67.34,0,269.36,已支付
O002749,C00311,2025-07-06,家居日用,1,341.62,0,341.62,已支付
O002750,C00074,2026-02-25,服饰鞋包,2,344.04,0.15,584.87,已支付
O002751,C00365,2025-08-02,数码电子,1,1154.65,0.2,923.72,已支付
O002752,C00465,2025-12-18,美妆个护,1,65.78,0.1,59.2,已支付
O002753,C00530,2026-02-10,服饰鞋包,4,508.91,0,2035.64,已支付
O002754,C00125,2025-08-10,数码电子,1,1067.23,0.05,1013.87,已支付
O002755,C00577,2026-01-12,食品饮料,1,59.55,0,59.55,已取消
O002756,C00382,2026-03-02,美妆个护,1,74.57,0.2,59.66,已取消
O002757,C00082,2025-08-04,服饰鞋包,3,307.58,0.2,738.19,已支付
O002758,C00239,2025-07-25,食品饮料,4,86.08,0,344.32,已退款
O002759,C00169,2026-03-22,运动户外,5,274.4,0.15,1166.2,已支付
O002760,C00503,2026-06-28,服饰鞋包,1,169.36,0.08,155.81,已退款
O002761,C00067,2025-08-03,服饰鞋包,4,489.9,0,1959.6,已支付
O002762,C00407,2025-09-21,数码电子,1,944.98,0.1,850.48,已取消
O002763,C00290,2025-07-05,数码电子,3,930.43,0.2,2233.03,已支付
O002764,C00172,2026-03-07,美妆个护,2,210.49,0.15,357.83,已支付
O002765,C00397,2025-07-14,美妆个护,2,185.94,0.1,334.69,已支付
O002766,C00033,2026-03-09,食品饮料,1,151.56,0,151.56,已退款
O002767,C00239,2025-08-28,食品饮料,1,151.93,0,151.93,已支付
O002768,C00257,2025-11-03,数码电子,2,186.57,0.2,298.51,已支付
O002769,C00394,2026-05-28,美妆个护,5,147.97,0.15,628.87,已退款
O002770,C00435,2025-09-30,运动户外,1,241.84,0.08,222.49,已取消
O002771,C00109,2025-07-14,服饰鞋包,1,216.77,0.1,195.09,已退款
O002772,C00339,2025-08-24,家居日用,1,142.63,0.2,114.1,已取消
O002773,C00211,2026-04-04,数码电子,1,789.86,0.05,750.37,已退款
O002774,C00477,2026-05-18,家居日用,1,51.59,0.05,49.01,已支付
O002775,C00165,2025-08-24,美妆个护,1,45.47,0.05,43.2,已支付
O002776,C00239,2025-07-28,家居日用,1,458.53,0,458.53,已支付
O002777,C00137,2026-05-24,美妆个护,1,284.11,0.1,255.7,已支付
O002778,C00503,2025-08-23,数码电子,1,507.76,0,507.76,已支付
O002779,C00157,2025-07-08,家居日用,1,229.3,0.1,206.37,已支付
O002780,C00545,2025-10-07,运动户外,1,431.36,0,431.36,已支付
O002781,C00382,2025-10-09,数码电子,1,1236.07,0,1236.07,已支付
O002782,C00215,2025-11-09,运动户外,3,91.36,0.15,232.97,已支付
O002783,C00583,2026-05-06,家居日用,1,188.4,0,188.4,已退款
O002784,C00062,2026-06-23,数码电子,1,295.14,0.2,236.11,已支付
O002785,C00197,2025-08-21,食品饮料,1,89.37,0,89.37,已支付
O002786,C00515,2026-02-19,美妆个护,4,162.9,0.15,553.86,已支付
O002787,C00058,2025-08-18,家居日用,2,421.95,0,843.9,已支付
O002788,C00129,2025-12-14,服饰鞋包,2,417.15,0,834.3,已退款
O002789,C00037,2025-11-30,家居日用,1,85.96,0.2,68.77,已支付
O002790,C00312,2026-03-28,家居日用,4,151.0,0,604.0,已支付
O002791,C00164,2025-10-06,运动户外,1,346.47,0,346.47,已取消
O002792,C00051,2026-04-13,服饰鞋包,1,175.51,0.2,140.41,已退款
O002793,C00471,2026-01-07,服饰鞋包,4,69.58,0.15,236.57,已退款
O002794,C00263,2026-06-20,家居日用,1,202.98,0,202.98,已退款
O002795,C00250,2026-06-22,家居日用,1,351.34,0,351.34,已取消
O002796,C00383,2026-05-30,服饰鞋包,1,169.67,0.15,144.22,已支付
O002797,C00004,2026-04-10,美妆个护,1,107.01,0,107.01,已支付
O002798,C00112,2026-04-04,美妆个护,5,145.48,0.08,669.21,已支付
O002799,C00370,2025-08-01,食品饮料,1,198.87,0,198.87,已支付
O002800,C00170,2026-04-20,家居日用,1,444.74,0.05,422.5,已退款
O002801,C00256,2026-06-05,运动户外,2,59.15,0.08,108.84,已取消
O002802,C00054,2026-01-16,服饰鞋包,2,375.78,0,751.56,已支付
O002803,C00190,2026-06-06,运动户外,2,183.84,0.2,294.14,已支付
O002804,C00547,2026-06-13,运动户外,2,253.76,0.15,431.39,已支付
O002805,C00240,2026-02-05,服饰鞋包,3,492.14,0,1476.42,已取消
O002806,C00141,2025-12-20,食品饮料,1,110.46,0.2,88.37,已支付
O002807,C00426,2026-04-15,服饰鞋包,5,236.13,0.08,1086.2,已退款
O002808,C00229,2026-05-07,数码电子,4,905.74,0.1,3260.66,已支付
O002809,C00107,2025-10-13,数码电子,2,745.07,0.1,1341.13,已退款
O002810,C00267,2026-02-10,服饰鞋包,1,382.22,0.15,324.89,已退款
O002811,C00498,2026-02-08,运动户外,4,399.94,0.1,1439.78,已支付
O002812,C00019,2026-05-24,数码电子,1,482.96,0.08,444.32,已支付
O002813,C00578,2025-09-17,数码电子,1,604.39,0,604.39,已支付
O002814,C00489,2026-02-02,运动户外,1,269.24,0,269.24,已退款
O002815,C00516,2026-05-14,服饰鞋包,1,547.65,0.08,503.84,已支付
O002816,C00252,2025-10-02,食品饮料,3,51.85,0.15,132.22,已支付
O002817,C00328,2025-09-08,美妆个护,4,228.24,0.1,821.66,已支付
O002818,C00463,2026-03-19,家居日用,1,474.61,0.2,379.69,已退款
O002819,C00298,2025-10-14,美妆个护,2,107.21,0.08,197.27,已退款
O002820,C00525,2026-04-15,服饰鞋包,2,594.9,0,1189.8,已支付
O002821,C00423,2026-04-28,服饰鞋包,5,187.18,0.1,842.31,已退款
O002822,C00407,2026-05-29,食品饮料,2,172.83,0.2,276.53,已支付
O002823,C00468,2026-05-29,美妆个护,3,166.59,0,499.77,已支付
O002824,C00229,2025-12-04,食品饮料,3,179.82,0,539.46,已支付
O002825,C00361,2025-12-13,美妆个护,1,75.07,0.05,71.32,已退款
O002826,C00280,2025-11-09,食品饮料,1,147.16,0.1,132.44,已支付
O002827,C00344,2025-09-07,食品饮料,4,106.44,0.2,340.61,已支付
O002828,C00470,2025-08-09,美妆个护,1,86.51,0.08,79.59,已退款
O002829,C00581,2026-06-22,家居日用,1,476.93,0.2,381.54,已退款
O002830,C00332,2026-02-18,服饰鞋包,1,362.42,0,362.42,已支付
O002831,C00226,2026-01-05,食品饮料,4,100.32,0.1,361.15,已支付
O002832,C00032,2026-06-09,服饰鞋包,1,60.26,0,60.26,已支付
O002833,C00396,2025-07-27,美妆个护,1,272.53,0.08,250.73,已支付
O002834,C00080,2026-01-05,数码电子,2,146.52,0.2,234.43,已取消
O002835,C00309,2026-05-24,服饰鞋包,1,414.02,0.05,393.32,已支付
O002836,C00005,2025-11-24,美妆个护,3,85.3,0.2,204.72,已支付
O002837,C00276,2026-01-04,家居日用,1,52.43,0.08,48.24,已支付
O002838,C00596,2025-10-16,食品饮料,1,91.07,0,91.07,已支付
O002839,C00464,2026-04-23,家居日用,4,469.99,0.05,1785.96,已支付
O002840,C00091,2025-07-08,家居日用,5,259.85,0.2,1039.4,已退款
O002841,C00149,2026-06-04,服饰鞋包,3,391.34,0,1174.02,已取消
O002842,C00402,2026-04-13,服饰鞋包,2,328.81,0,657.62,已支付
O002843,C00095,2026-01-14,数码电子,1,162.4,0.15,138.04,已支付
O002844,C00240,2025-07-09,家居日用,1,86.63,0.2,69.3,已支付
O002845,C00355,2026-06-26,服饰鞋包,3,291.94,0.15,744.45,已支付
O002846,C00381,2026-03-31,食品饮料,5,27.22,0,136.1,已支付
O002847,C00589,2026-06-23,家居日用,1,161.99,0,161.99,已退款
O002848,C00317,2025-10-15,服饰鞋包,1,121.86,0.08,112.11,已取消
O002849,C00318,2025-07-28,运动户外,2,357.74,0.1,643.93,已支付
O002850,C00249,2026-03-29,美妆个护,1,124.74,0.15,106.03,已支付
O002851,C00353,2025-12-29,数码电子,1,654.17,0.15,556.04,已取消
O002852,C00138,2025-12-21,食品饮料,1,137.13,0.08,126.16,已支付
O002853,C00461,2026-02-18,服饰鞋包,2,280.18,0.2,448.29,已支付
O002854,C00178,2026-02-22,家居日用,2,106.17,0,212.34,已支付
O002855,C00088,2025-08-07,食品饮料,1,136.8,0.05,129.96,已支付
O002856,C00408,2026-06-19,家居日用,1,136.21,0.2,108.97,已支付
O002857,C00138,2026-02-07,美妆个护,1,90.38,0,90.38,已退款
O002858,C00041,2026-03-12,美妆个护,2,173.46,0.08,319.17,已支付
O002859,C00088,2026-05-31,家居日用,1,254.08,0.2,203.26,已支付
O002860,C00520,2025-09-05,服饰鞋包,2,246.21,0.15,418.56,已取消
O002861,C00294,2025-07-26,食品饮料,2,47.09,0.08,86.65,已支付
O002862,C00069,2025-10-14,服饰鞋包,2,618.66,0.08,1138.33,已支付
O002863,C00243,2025-08-10,数码电子,2,1109.25,0.1,1996.65,已支付
O002864,C00555,2025-08-02,运动户外,1,149.64,0.1,134.68,已支付
O002865,C00257,2025-09-05,美妆个护,1,271.02,0.08,249.34,已支付
O002866,C00358,2026-06-06,家居日用,1,490.06,0.05,465.56,已支付
O002867,C00295,2026-01-13,美妆个护,2,129.85,0.2,207.76,已取消
O002868,C00425,2025-08-10,运动户外,1,53.41,0.08,49.14,已取消
O002869,C00446,2026-01-05,食品饮料,1,198.76,0,198.76,已支付
O002870,C00481,2026-05-03,美妆个护,1,277.72,0,277.72,已支付
O002871,C00161,2026-04-11,运动户外,1,262.28,0.15,222.94,已取消
O002872,C00250,2026-03-07,服饰鞋包,2,113.66,0.1,204.59,已支付
O002873,C00109,2025-10-29,数码电子,2,364.35,0,728.7,已支付
O002874,C00064,2025-11-26,数码电子,2,1207.35,0,2414.7,已退款
O002875,C00576,2026-04-02,数码电子,2,760.9,0.1,1369.62,已退款
O002876,C00286,2026-04-10,数码电子,1,109.05,0.15,92.69,已退款
O002877,C00471,2025-11-17,数码电子,1,840.73,0.2,672.58,已退款
O002878,C00178,2026-01-02,数码电子,1,719.39,0.08,661.84,已退款
O002879,C00114,2026-05-01,数码电子,1,708.46,0.2,566.77,已支付
O002880,C00235,2026-06-15,美妆个护,2,209.99,0.1,377.98,已支付
O002881,C00316,2026-01-26,美妆个护,2,68.19,0.08,125.47,已支付
O002882,C00405,2025-12-22,运动户外,1,541.97,0,541.97,已支付
O002883,C00386,2026-03-30,运动户外,3,62.64,0,187.92,已支付
O002884,C00494,2026-02-05,运动户外,5,479.71,0,2398.55,已支付
O002885,C00238,2026-02-18,美妆个护,2,278.65,0,557.3,已支付
O002886,C00418,2025-11-14,食品饮料,2,74.54,0,149.08,已退款
O002887,C00322,2025-07-23,数码电子,3,141.11,0.1,381.0,已取消
O002888,C00144,2025-08-28,数码电子,1,875.71,0.08,805.65,已支付
O002889,C00250,2026-03-25,食品饮料,1,141.84,0.2,113.47,已取消
O002890,C00024,2026-01-11,家居日用,1,233.86,0.08,215.15,已取消
O002891,C00587,2026-06-15,家居日用,1,151.7,0.2,121.36,已支付
O002892,C00288,2026-01-02,家居日用,1,55.18,0,55.18,已支付
O002893,C00277,2026-06-23,服饰鞋包,2,431.14,0,862.28,已取消
O002894,C00473,2026-04-06,数码电子,2,684.96,0,1369.92,已支付
O002895,C00213,2026-04-22,运动户外,4,463.12,0.2,1481.98,已支付
O002896,C00003,2026-01-29,运动户外,1,223.68,0,223.68,已退款
O002897,C00164,2025-12-31,食品饮料,3,160.67,0.15,409.71,已支付
O002898,C00111,2026-02-13,美妆个护,5,113.93,0,569.65,已支付
O002899,C00234,2026-02-26,数码电子,5,951.42,0.05,4519.24,已支付
O002900,C00428,2026-05-22,运动户外,1,190.95,0,190.95,已支付
O002901,C00150,2026-03-08,食品饮料,1,70.04,0.1,63.04,已支付
O002902,C00459,2026-01-03,美妆个护,5,116.74,0.2,466.96,已支付
O002903,C00160,2026-05-20,食品饮料,2,105.47,0.1,189.85,已支付
O002904,C00503,2025-12-25,服饰鞋包,1,180.69,0.15,153.59,已支付
O002905,C00390,2026-03-27,食品饮料,1,33.09,0,33.09,已支付
O002906,C00536,2026-05-13,服饰鞋包,1,243.0,0.08,223.56,已支付
O002907,C00518,2025-12-23,美妆个护,2,269.2,0.1,484.56,已支付
O002908,C00171,2026-01-09,服饰鞋包,1,243.21,0.05,231.05,已退款
O002909,C00488,2026-04-18,食品饮料,1,146.39,0.08,134.68,已支付
O002910,C00555,2026-06-30,家居日用,3,349.37,0.05,995.7,已退款
O002911,C00060,2025-08-18,家居日用,2,456.47,0.2,730.35,已支付
O002912,C00159,2025-09-25,家居日用,2,241.04,0,482.08,已退款
O002913,C00109,2026-01-18,运动户外,1,176.07,0.08,161.98,已退款
O002914,C00580,2026-02-08,美妆个护,1,72.17,0,72.17,已退款
O002915,C00525,2026-06-16,运动户外,1,482.1,0.15,409.79,已支付
O002916,C00337,2025-10-27,家居日用,1,407.79,0,407.79,已支付
O002917,C00412,2026-03-21,数码电子,1,584.69,0.1,526.22,已支付
O002918,C00458,2026-06-08,美妆个护,2,231.29,0.2,370.06,已支付
O002919,C00119,2025-11-29,数码电子,3,503.07,0.1,1358.29,已退款
O002920,C00384,2026-06-16,服饰鞋包,1,256.43,0.15,217.97,已退款
O002921,C00256,2026-05-30,运动户外,2,429.97,0.05,816.94,已支付
O002922,C00400,2026-01-13,美妆个护,1,110.41,0.15,93.85,已支付
O002923,C00467,2026-04-27,数码电子,1,1074.09,0,1074.09,已支付
O002924,C00236,2025-11-19,服饰鞋包,3,195.14,0.15,497.61,已退款
O002925,C00465,2025-08-14,数码电子,5,1232.1,0.1,5544.45,已支付
O002926,C00560,2025-10-29,服饰鞋包,2,301.32,0,602.64,已支付
O002927,C00234,2026-02-26,食品饮料,4,99.33,0.08,365.53,已支付
O002928,C00323,2026-06-10,数码电子,1,623.58,0.15,530.04,已支付
O002929,C00345,2025-12-24,家居日用,2,68.4,0.08,125.86,已退款
O002930,C00383,2025-07-19,食品饮料,4,23.85,0,95.4,已支付
O002931,C00536,2026-01-17,美妆个护,1,295.6,0.08,271.95,已取消
O002932,C00371,2025-08-04,美妆个护,1,241.01,0.05,228.96,已支付
O002933,C00447,2025-09-17,服饰鞋包,5,287.62,0,1438.1,已支付
O002934,C00542,2026-03-11,数码电子,1,722.25,0.08,664.47,已退款
O002935,C00554,2026-05-18,数码电子,4,1159.73,0.08,4267.81,已支付
O002936,C00269,2026-03-13,家居日用,3,302.76,0.08,835.62,已支付
O002937,C00586,2025-10-15,运动户外,5,307.39,0,1536.95,已退款
O002938,C00481,2025-09-07,家居日用,5,260.89,0.08,1200.09,已退款
O002939,C00598,2026-01-11,数码电子,2,503.03,0.05,955.76,已支付
O002940,C00555,2026-05-16,食品饮料,1,170.49,0.2,136.39,已支付
O002941,C00116,2025-11-17,家居日用,1,64.76,0.1,58.28,已支付
O002942,C00131,2026-02-25,家居日用,2,429.24,0.1,772.63,已支付
O002943,C00334,2026-06-16,食品饮料,1,185.9,0.2,148.72,已支付
O002944,C00383,2025-09-14,家居日用,3,257.27,0.08,710.07,已取消
O002945,C00216,2025-09-21,食品饮料,1,127.74,0,127.74,已支付
O002946,C00571,2026-02-28,美妆个护,4,86.51,0,346.04,已支付
O002947,C00061,2025-09-21,运动户外,1,135.13,0.05,128.37,已支付
O002948,C00197,2026-04-13,服饰鞋包,2,330.04,0,660.08,已支付
O002949,C00001,2026-03-24,食品饮料,1,58.69,0.15,49.89,已支付
O002950,C00196,2026-05-13,数码电子,1,1118.08,0.08,1028.63,已退款
O002951,C00577,2025-09-30,运动户外,2,510.4,0.08,939.14,已退款
O002952,C00142,2026-04-30,服饰鞋包,3,615.08,0,1845.24,已退款
O002953,C00460,2026-04-09,家居日用,1,256.92,0.1,231.23,已支付
O002954,C00352,2026-03-02,运动户外,2,272.94,0.08,502.21,已支付
O002955,C00083,2025-11-04,美妆个护,1,78.8,0.1,70.92,已退款
O002956,C00528,2026-06-04,运动户外,1,189.5,0.15,161.07,已支付
O002957,C00142,2026-03-19,服饰鞋包,4,331.61,0.08,1220.32,已支付
O002958,C00502,2026-01-11,食品饮料,1,42.16,0.1,37.94,已退款
O002959,C00138,2025-08-23,服饰鞋包,2,578.1,0.08,1063.7,已支付
O002960,C00033,2025-12-14,运动户外,1,569.87,0,569.87,已支付
O002961,C00509,2026-06-24,食品饮料,2,80.49,0.08,148.1,已支付
O002962,C00247,2026-05-09,数码电子,1,109.91,0,109.91,已支付
O002963,C00444,2025-09-23,食品饮料,1,67.01,0.05,63.66,已支付
O002964,C00400,2025-09-23,数码电子,1,1131.29,0,1131.29,已退款
O002965,C00266,2026-02-20,运动户外,1,187.77,0.1,168.99,已支付
O002966,C00442,2025-07-04,运动户外,1,313.33,0,313.33,已支付
O002967,C00274,2026-05-21,运动户外,2,307.74,0.15,523.16,已取消
O002968,C00184,2026-05-10,食品饮料,3,30.16,0.05,85.96,已支付
O002969,C00439,2025-09-30,美妆个护,1,182.18,0.1,163.96,已支付
O002970,C00014,2026-02-26,服饰鞋包,2,604.06,0.15,1026.9,已取消
O002971,C00367,2025-08-30,美妆个护,2,129.81,0.08,238.85,已退款
O002972,C00386,2025-12-07,服饰鞋包,1,158.87,0.2,127.1,已支付
O002973,C00327,2025-10-09,家居日用,2,287.56,0.1,517.61,已支付
O002974,C00216,2026-01-23,食品饮料,1,45.88,0.05,43.59,已支付
O002975,C00467,2025-11-22,数码电子,1,195.53,0.05,185.75,已支付
O002976,C00272,2026-06-22,运动户外,2,268.99,0,537.98,已取消
O002977,C00295,2025-08-01,美妆个护,2,56.13,0.08,103.28,已支付
O002978,C00004,2026-01-05,数码电子,3,761.61,0.2,1827.86,已支付
O002979,C00421,2025-12-21,运动户外,1,393.81,0.2,315.05,已取消
O002980,C00007,2025-12-02,服饰鞋包,3,537.69,0,1613.07,已支付
O002981,C00470,2025-08-22,美妆个护,3,232.09,0.05,661.46,已支付
O002982,C00148,2025-12-18,家居日用,1,373.47,0.1,336.12,已支付
O002983,C00204,2025-11-19,数码电子,2,705.56,0,1411.12,已支付
O002984,C00185,2026-03-31,数码电子,2,1134.29,0.2,1814.86,已支付
O002985,C00342,2025-08-03,美妆个护,3,157.78,0,473.34,已取消
O002986,C00398,2025-08-02,运动户外,2,352.41,0,704.82,已支付
O002987,C00418,2025-08-15,食品饮料,5,116.08,0,580.4,已支付
O002988,C00566,2025-10-20,运动户外,1,138.26,0.1,124.43,已支付
O002989,C00199,2026-02-12,家居日用,1,392.75,0.05,373.11,已支付
O002990,C00514,2025-11-18,运动户外,1,529.62,0.08,487.25,已支付
O002991,C00382,2025-10-16,数码电子,1,119.48,0,119.48,已支付
O002992,C00216,2025-12-16,食品饮料,3,177.08,0.05,504.68,已支付
O002993,C00351,2026-06-04,服饰鞋包,5,505.46,0.08,2325.12,已支付
O002994,C00572,2026-01-19,美妆个护,1,173.08,0.08,159.23,已支付
O002995,C00057,2025-08-11,家居日用,1,63.08,0.05,59.93,已支付
O002996,C00288,2026-01-23,食品饮料,4,53.25,0,213.0,已支付
O002997,C00431,2026-06-18,美妆个护,1,286.99,0.08,264.03,已退款
O002998,C00411,2025-10-19,食品饮料,2,119.74,0,239.48,已退款
O002999,C00408,2026-02-15,服饰鞋包,1,281.66,0.05,267.58,已退款
O003000,C00121,2025-11-05,家居日用,1,222.09,0.2,177.67,已支付
O003001,C00561,2026-05-07,食品饮料,3,37.7,0,113.1,已支付
O003002,C00214,2025-07-09,服饰鞋包,1,520.29,0.05,494.28,已支付
O003003,C00182,2026-02-14,服饰鞋包,1,446.76,0.15,379.75,已取消
O003004,C00090,2026-02-20,运动户外,2,488.21,0,976.42,已支付
O003005,C00294,2025-07-18,家居日用,2,492.25,0.2,787.6,已支付
O003006,C00330,2025-07-17,服饰鞋包,1,591.61,0,591.61,已支付
O003007,C00442,2026-06-02,家居日用,1,325.86,0.08,299.79,已支付
O003008,C00430,2025-12-14,数码电子,2,839.15,0.08,1544.04,已支付
O003009,C00382,2025-10-21,食品饮料,3,158.35,0,475.05,已支付
O003010,C00475,2025-10-27,运动户外,2,184.13,0,368.26,已退款
O003011,C00503,2025-09-23,美妆个护,1,270.59,0,270.59,已退款
O003012,C00375,2026-04-03,美妆个护,1,53.69,0.15,45.64,已取消
O003013,C00159,2026-02-11,运动户外,1,148.36,0.05,140.94,已支付
O003014,C00226,2025-11-01,食品饮料,2,126.89,0.08,233.48,已退款
O003015,C00229,2026-03-28,运动户外,1,374.8,0.05,356.06,已支付
O003016,C00356,2026-01-24,食品饮料,3,92.3,0.2,221.52,已支付
O003017,C00514,2025-08-21,家居日用,1,180.13,0.15,153.11,已支付
O003018,C00470,2026-01-25,服饰鞋包,1,589.3,0.08,542.16,已取消
O003019,C00594,2026-02-14,食品饮料,1,134.85,0.08,124.06,已支付
O003020,C00267,2025-07-23,数码电子,3,414.43,0.2,994.63,已支付
O003021,C00486,2026-06-13,食品饮料,1,119.51,0.05,113.53,已退款
O003022,C00540,2025-08-06,家居日用,1,497.51,0.08,457.71,已支付
O003023,C00132,2025-12-17,服饰鞋包,5,348.24,0.05,1654.14,已取消
O003024,C00371,2025-08-30,运动户外,3,215.87,0.2,518.09,已支付
O003025,C00122,2025-07-11,食品饮料,2,58.97,0.1,106.15,已取消
O003026,C00192,2025-11-03,美妆个护,3,201.66,0.05,574.73,已支付
O003027,C00590,2025-07-18,美妆个护,2,283.79,0,567.58,已取消
O003028,C00171,2025-08-06,食品饮料,2,149.33,0.15,253.86,已退款
O003029,C00370,2026-06-11,服饰鞋包,3,359.49,0.08,992.19,已支付
O003030,C00120,2026-03-19,家居日用,2,63.39,0.08,116.64,已支付
O003031,C00577,2026-06-02,食品饮料,4,127.87,0.05,485.91,已取消
O003032,C00477,2026-01-16,服饰鞋包,3,636.71,0,1910.13,已支付
O003033,C00099,2026-01-19,数码电子,1,855.6,0.08,787.15,已取消
O003034,C00503,2025-07-06,运动户外,1,266.69,0.2,213.35,已支付
O003035,C00510,2026-03-11,食品饮料,1,124.95,0,124.95,已支付
O003036,C00385,2026-05-24,美妆个护,3,190.08,0.15,484.7,已支付
O003037,C00561,2026-01-18,美妆个护,4,253.84,0.05,964.59,已支付
O003038,C00241,2026-02-12,数码电子,1,309.9,0.1,278.91,已支付
O003039,C00041,2026-04-13,食品饮料,1,197.59,0,197.59,已支付
O003040,C00183,2025-08-30,食品饮料,5,196.39,0.05,932.85,已取消
O003041,C00374,2025-08-06,家居日用,1,311.46,0,311.46,已支付
O003042,C00497,2026-05-27,数码电子,2,708.47,0,1416.94,已支付
O003043,C00529,2026-04-08,美妆个护,1,243.01,0.1,218.71,已支付
O003044,C00117,2026-06-08,运动户外,5,128.76,0.2,515.04,已取消
O003045,C00204,2025-10-19,运动户外,2,570.9,0,1141.8,已支付
O003046,C00451,2025-12-13,服饰鞋包,4,641.23,0.1,2308.43,已支付
O003047,C00404,2026-02-24,美妆个护,4,186.45,0.1,671.22,已支付
O003048,C00411,2026-03-25,数码电子,1,234.1,0,234.1,已支付
O003049,C00263,2025-10-23,服饰鞋包,2,368.02,0.2,588.83,已取消
O003050,C00499,2026-01-19,家居日用,1,60.44,0.05,57.42,已支付
O003051,C00590,2025-09-23,服饰鞋包,2,234.7,0.08,431.85,已支付
O003052,C00086,2025-10-02,家居日用,1,462.75,0.2,370.2,已支付
O003053,C00588,2025-10-24,美妆个护,3,290.15,0.15,739.88,已支付
O003054,C00175,2026-01-17,服饰鞋包,2,637.08,0.08,1172.23,已支付
